NAME;NAME_EN;NAME_RU;ADMIN_LVL;OSM_TYPE;OSM_ID;ADMIN_L1D;ADMIN_L1;ADMIN_L2D;ADMIN_L2;ADMIN_L3D;ADMIN_L3;ADMIN_L4D;ADMIN_L4;ADMIN_L5D;ADMIN_L5;ADMIN_L6D;ADMIN_L6;ADMIN_L7D;ADMIN_L7;ADMIN_L8D;ADMIN_L8;ADMIN_L9D;ADMIN_L9;ADMIN_L10D;ADMIN_L10
сельское поселение Харёты;;;8;relation;5738582;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1460641;Нукутский район;;;;;;;;
Шебертинское сельское поселение;;;8;relation;5738220;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Чеховское сельское поселение;;;8;relation;5738219;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Худоеланское сельское поселение;;;8;relation;5738218;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Джогинское сельское поселение;;;8;relation;5742486;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Венгерское сельское поселение;;;8;relation;5742485;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Бузыкановское сельское поселение;;;8;relation;5742484;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Николаевское сельское поселение;;;8;relation;5742492;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Иргейское сельское поселение;;;8;relation;5737567;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Бирюсинское городское поселение;;;8;relation;5742480;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Квитокское городское поселение;;;8;relation;5742489;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Онгуренское сельское поселение;;;8;relation;5739158;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456395;Ольхонский район;;;;;;;;
Половино-Черемховское сельское поселение;;;8;relation;5744636;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Черчетское сельское поселение;;;8;relation;5744644;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Янгелевское городское поселение;;;8;relation;5730698;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Шестаковское городское поселение;;;8;relation;5730697;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Хребтовское городское поселение;;;8;relation;5730696;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Соцгородское сельское поселение;;;8;relation;5730695;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Азейское сельское поселение;;;8;relation;5745058;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190128;Тулунский район;;;;;;;;
Рудногорское городское поселение;;;8;relation;5730693;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Речушинское сельское поселение;;;8;relation;5730692;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Радищевское городское поселение;;;8;relation;5730691;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Новоилимское сельское поселение;;;8;relation;5730690;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Атагайское городское поселение;;;8;relation;5737563;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Алзамайское городское поселение;;;8;relation;5737562;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Староалзамайское сельское поселение;;;8;relation;5738215;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Дальнинское сельское поселение;;;8;relation;5730685;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Видимское городское поселение;;;8;relation;5730684;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Брусничное сельское поселение;;;8;relation;5730683;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Березняковское сельское поселение;;;8;relation;5730682;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Порогское сельское поселение;;;8;relation;5737574;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Утуликское сельское поселение;;;8;relation;5739677;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1104970;Слюдянский район;;;;;;;;
Хужирское сельское поселение;;;8;relation;5739159;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456395;Ольхонский район;;;;;;;;
Усть-Рубахинское сельское поселение;;;8;relation;5738217;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Харанжинское сельское поселение;;;8;relation;5728539;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Заморское сельское поселение;;;8;relation;5730686;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Катарбейское сельское поселение;;;8;relation;5737569;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Каменское сельское поселение;;;8;relation;5737568;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Тофаларское сельское поселение;;;8;relation;5737575;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Замзорское сельское поселение;;;8;relation;5737565;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Прибойнинское сельское поселение;;;8;relation;5728532;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Покоснинское сельское поселение;;;8;relation;5728531;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Озернинское сельское поселение;;;8;relation;5728530;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Катарминское сельское поселение;;;8;relation;5737570;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Турманское сельское поселение;;;8;relation;5728536;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Тарминское сельское поселение;;;8;relation;5728535;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Семигорское сельское поселение;;;8;relation;5730694;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Мамское городское поселение;;;8;relation;5730494;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1445620;Мамско-Чуйский район;;;;;;;;
Ключи-Булакское сельское поселение;;;8;relation;5728524;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Витимское городское поселение;;;8;relation;5730491;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1445620;Мамско-Чуйский район;;;;;;;;
Костинское сельское поселение;;;8;relation;5737571;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Тэмьское сельское поселение;;;8;relation;5728538;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Солонецкое сельское поселение;;;8;relation;5738214;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Бирюсинское сельское поселение;;;8;relation;5742481;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190098;Тайшетский район;;;;;;;;
Кобинское сельское поселение;;;8;relation;5728525;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Прибрежнинское сельское поселение;;;8;relation;5728533;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Большеокинское сельское поселение;;;8;relation;5728516;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Нерхинское сельское поселение;;;8;relation;5737572;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Шумиловское сельское поселение;;;8;relation;5728540;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Уковское городское поселение;;;8;relation;5738216;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Уховское сельское поселение;;;8;relation;5725784;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Илирское сельское поселение;;;8;relation;5728520;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Зябинское сельское поселение;;;8;relation;5728519;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Добчурское сельское поселение;;;8;relation;5728518;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Луговское городское поселение;;;8;relation;5730493;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1445620;Мамско-Чуйский район;;;;;;;;
Кежемское сельское поселение;;;8;relation;5728523;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Карахунское сельское поселение;;;8;relation;5728522;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Ленинское сельское поселение;;;8;relation;5725776;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Первомайское сельское поселение;;;8;relation;5738575;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1460641;Нукутский район;;;;;;;;
сельское поселение Целинный;;;8;relation;5738583;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;3438290.0;Усть-Ордынский Бурятский округ;1460641;Нукутский район;;;;;;;;
Тангуйское сельское поселение;;;8;relation;5728534;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Вихоревское городское поселение;;;8;relation;5728517;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Мингатуйское сельское поселение;;;8;relation;5725778;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Новоигирминское городское поселение;;;8;relation;5730689;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Коршуновское сельское поселение;;;8;relation;5730687;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464421;Нижнеилимский район;;;;;;;;
Кундуйское сельское поселение;;;8;relation;5725775;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Усть-Кадинское сельское поселение;;;8;relation;5725783;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Тулюшское сельское поселение;;;8;relation;5725782;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Панагинское сельское поселение;;;8;relation;5725781;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Новотельбинское сельское поселение;;;8;relation;5725780;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Иркутское сельское поселение;;;8;relation;5725771;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Лермонтовское сельское поселение;;;8;relation;5725777;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Уянское сельское поселение;;;8;relation;5725785;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Калтукское сельское поселение;;;8;relation;5728521;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Алкинское сельское поселение;;;8;relation;5725764;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Юбилейнинское сельское поселение;;;8;relation;5722708;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Каразейское сельское поселение;;;8;relation;5725772;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Небельское сельское поселение;;;8;relation;5722706;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Макаровское сельское поселение;;;8;relation;5722705;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Криволукское сельское поселение;;;8;relation;5722704;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Коршуновское сельское поселение;;;8;relation;5722703;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Кузнецовское сельское поселение;;;8;relation;5728528;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Куйтунское городское поселение;;;8;relation;5725774;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Карымское сельское поселение;;;8;relation;5725773;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Заречное сельское поселение;;;8;relation;5737566;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Манзурское сельское поселение;;;8;relation;5721336;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Качугское сельское поселение;;;8;relation;5721335;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Качугское городское поселение;;;8;relation;5721334;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Карлукское сельское поселение;;;8;relation;5721333;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Андрюшинское сельское поселение;;;8;relation;5725765;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Алымовское сельское поселение;;;8;relation;5722699;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Алексеевское городское поселение;;;8;relation;5722698;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Петропавловское сельское поселение;;;8;relation;5722707;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Нижнеудинское городское поселение;;;8;relation;5737573;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Чеботарихинское сельское поселение;;;8;relation;5725787;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Большекашелакское сельское поселение;;;8;relation;5725770;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Ербогачёнское сельское поселение;;;8;relation;5721153;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;189679;Катангский район;;;;;;;;
Ангинское сельское поселение;;;8;relation;5721324;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Магистральнинское городское поселение;;;8;relation;5720603;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Кунерминское городское поселение;;;8;relation;5720602;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Куватское сельское поселение;;;8;relation;5728527;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Карамское сельское поселение;;;8;relation;5720600;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Казачинское сельское поселение;;;8;relation;5720599;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Верхоленское сельское поселение;;;8;relation;5721329;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Большетарельское сельское поселение;;;8;relation;5721327;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Бирюльское сельское поселение;;;8;relation;5721326;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Белоусовское сельское поселение;;;8;relation;5721325;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Зареченское сельское поселение;;;8;relation;5721332;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Залогское сельское поселение;;;8;relation;5721331;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Сосновоборское сельское поселение;;;8;relation;5720474;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Харбатовское сельское поселение;;;8;relation;5721337;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Бутаковское сельское поселение;;;8;relation;5721328;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Ульканское городское поселение;;;8;relation;5720608;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Ушаковское сельское поселение;;;8;relation;5720478;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Молодёжное сельское поселение;;;8;relation;5720469;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Наратайское сельское поселение;;;8;relation;5728529;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Усть-Балейское сельское поселение;;;8;relation;5720476;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Уриковское сельское поселение;;;8;relation;5720475;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Вершино-Тутурское сельское поселение;;;8;relation;5721330;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456241;Качугский район;;;;;;;;
Карлукское сельское поселение;;;8;relation;5720464;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Ширяевское сельское поселение;;;8;relation;5720480;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Хомутовское сельское поселение;;;8;relation;5720479;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Никольское сельское поселение;;;8;relation;5720470;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Большереченское городское поселение;;;8;relation;5720460;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Мартыновское сельское поселение;;;8;relation;5720604;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Преображенское сельское поселение;;;8;relation;5721156;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;189679;Катангский район;;;;;;;;
Ключевское сельское поселение;;;8;relation;5720601;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Кобляковское сельское поселение;;;8;relation;5728526;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1464422;Братский район;;;;;;;;
Ревякинское сельское поселение;;;8;relation;5720472;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Новоселовское сельское поселение;;;8;relation;5720606;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Небельское сельское поселение;;;8;relation;5720605;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454640;Казачинско-Ленский район;;;;;;;;
Марковское городское поселение;;;8;relation;5720468;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Киренское городское поселение;;;8;relation;5722702;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1454435;Киренский район;;;;;;;;
Подволошинское сельское поселение;;;8;relation;5721155;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;189679;Катангский район;;;;;;;;
Ухтуйское сельское поселение;;;8;relation;5719494;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Услонское сельское поселение;;;8;relation;5719493;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Гороховское сельское поселение;;;8;relation;5720462;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Голоустненское сельское поселение;;;8;relation;5720461;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Усть-Кудинское сельское поселение;;;8;relation;5720477;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Тыретьское городское поселение;;;8;relation;5718702;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Мамонское сельское поселение;;;8;relation;5720467;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Максимовское сельское поселение;;;8;relation;5720466;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Филипповское сельское поселение;;;8;relation;5719495;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Смоленское сельское поселение;;;8;relation;5720473;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1459545;Иркутский район;;;;;;;;
Черемшанское сельское поселение;;;8;relation;5718706;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Хор-Тагнинское сельское поселение;;;8;relation;5718705;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Владимирское сельское поселение;;;8;relation;5718695;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190136;Заларинский район;;;;;;;;
Масляногорское сельское поселение;;;8;relation;5719490;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Барлукское сельское поселение;;;8;relation;5725766;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Кимильтейское сельское поселение;;;8;relation;5719489;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Зулумайское сельское поселение;;;8;relation;5719488;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Буринское сельское поселение;;;8;relation;5719487;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Тутурское сельское поселение;;;8;relation;5715826;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Непское сельское поселение;;;8;relation;5721154;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;189679;Катангский район;;;;;;;;
Верхнегутарское сельское поселение;;;8;relation;5737564;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;190110;Нижнеудинский район;;;;;;;;
Покровское сельское поселение;;;8;relation;5719492;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460711;Зиминский район;;;;;;;;
Харикское сельское поселение;;;8;relation;5725786;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1460823;Куйтунский район;;;;;;;;
Знаменское сельское поселение;;;8;relation;5715820;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Жигаловское городское поселение;;;8;relation;5715819;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Чиканское сельское поселение;;;8;relation;5715828;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
Усть-Илгинское сельское поселение;;;8;relation;5715827;;;60189;Россия;1221148;Сибирский федеральный округ;145454;Иркутская область;;;1456220;Жигаловский район;;;;;;;;
